-2.533829510211944580e-01,-1.257410943508148193e-01
1.344822198152542114e-01,2.548767626285552979e-01
-2.385939955711364746e-01,-2.536780536174774170e-01
-2.696713209152221680e-01,-1.564354598522186279e-01
2.700830399990081787e-01,9.752235561609268188e-02
2.371567487716674805e-01,2.445828765630722046e-01
-1.438565552234649658e-01,-2.656701207160949707e-01
-2.397769838571548462e-01,-2.610523998737335205e-01
1.610064506530761719e-01,2.741177976131439209e-01
1.605613082647323608e-01,2.704460918903350830e-01
-2.773732244968414307e-01,-1.690763086080551147e-01
-2.618498802185058594e-01,-1.794793456792831421e-01
-2.534577846527099609e-01,-1.460719555616378784e-01
1.364532113075256348e-01,2.678841650485992432e-01
-2.724471986293792725e-01,-2.174493074417114258e-01
-2.415037453174591064e-01,-2.556841671466827393e-01
-1.822280734777450562e-01,-2.727474570274353027e-01
9.494628757238388062e-02,5.640611052513122559e-01
-2.630048096179962158e-01,-1.227105632424354553e-01
-2.734845578670501709e-01,-2.006294429302215576e-01
1.429375857114791870e-01,2.650004923343658447e-01
2.431425750255584717e-01,2.603381276130676270e-01
-1.853368580341339111e-01,-2.806673943996429443e-01
-2.362248003482818604e-01,-1.113397628068923950e-01
-2.426095306873321533e-01,-2.355685681104660034e-01
1.724532842636108398e-01,2.873362898826599121e-01
1.753524690866470337e-01,2.740555703639984131e-01
-2.081953138113021851e-01,-2.779861688613891602e-01
2.218250185251235962e-01,2.461846917867660522e-01
2.609928548336029053e-01,2.324391454458236694e-01
-2.657378613948822021e-01,-1.857195645570755005e-01
2.947397828102111816e-01,1.543283313512802124e-01
1.977936923503875732e-01,2.578159570693969727e-01
1.548980176448822021e-01,2.778965830802917480e-01
-2.758787572383880615e-01,-1.704308241605758667e-01
2.270590811967849731e-01,2.529502809047698975e-01
-2.235364466905593872e-01,-2.641030550003051758e-01
-1.650387644767761230e-01,-2.640788555145263672e-01
-2.610370218753814697e-01,-1.816253662109375000e-01
-2.816784679889678955e-01,-2.072829306125640869e-01
2.852682471275329590e-01,1.985358148813247681e-01
-2.692346572875976562e-01,-2.394538968801498413e-01
-2.310534864664077759e-01,-2.714748978614807129e-01
2.456343024969100952e-01,1.215129941701889038e-01
1.721293777227401733e-01,3.030821681022644043e-01
-1.007004901766777039e-01,-2.557363510131835938e-01
2.632147669792175293e-01,1.929400861263275146e-01
2.029020786285400391e-01,2.755328118801116943e-01
2.142603844404220581e-01,2.788120806217193604e-01
-2.377035766839981079e-01,-2.524744570255279541e-01
-1.475271135568618774e-01,-2.583915591239929199e-01
-2.281814366579055786e-01,-2.596385180950164795e-01
-2.284242957830429077e-01,-2.442376911640167236e-01
2.599593698978424072e-01,1.359899789094924927e-01
-2.693339586257934570e-01,-1.221897602081298828e-01
-2.588287591934204102e-01,-2.444037348031997681e-01
-2.609947919845581055e-01,-1.872507184743881226e-01
