"V1","V2","V3"
0.0471388604026288,792.7566464704,0.128825044911355
0.0549773320555687,1966.03095216374,0.13354819342494
0.118264210736379,1123.28241870482,0.133909073239192
0.0506781307514757,1817.32031979482,0.0420365179423243
0.0246974460780621,1430.55240138248,0.0379945870488882
0.0459811774082482,472.03718838538,0.095459911134094
0.119515058444813,8.8064532445278,0.155329372361302
0.0422817111946642,959.281635864405,0.154656008770689
0.0927402356173843,1744.39411797654,0.105125429527834
0.129420238826424,525.392206912627,0.195928939525038
0.192114618420601,1327.14570649574,0.197846546117216
0.135279634315521,1759.40980156371,0.1053189876955
0.0890296043362468,1823.09900597506,0.0193608513567597
0.0715547565836459,781.24661469995,0.113713434431702
0.0911462912335992,1730.43623179453,0.0280303757637739
0.089082795381546,1029.72254420607,0.118006801931188
0.0490185178350657,1482.65669356612,0.186333438986912
0.138870142400265,1920.45302067255,0.0399296346586198
0.0824474070221186,1139.85023265728,0.0817498435266316
0.0655451737344265,622.887916649459,0.0738866596017033
0.114512953395024,1486.85995422141,0.149399675196037
0.193399816891178,901.495466154069,0.022598391957581
0.13235580441542,948.30972968298,0.0245919733773917
0.124939543381333,949.358716062037,0.143935720482841
0.171330608520657,1481.67044275417,0.172054341388866
0.154955777619034,215.277941135457,0.0481823803856969
0.166805419744924,1284.71937260171,0.132858872087672
0.0183020557276905,844.945823030546,0.0637795724440366
0.0919050973374397,1601.21794937551,0.156228426937014
0.119879631185904,1233.9597069528,0.131935656396672
0.183944382146001,499.487282823073,0.0469809703994542
0.196564815472811,1362.76545825554,0.0491494928486645
0.00756051586940885,696.129525369965,0.138930064020678
0.115587480179966,1783.03596512345,0.048734804848209
0.146662833634764,1314.8216128943,0.112287513026968
0.0497484805528075,1877.39226590353,0.159315503248945
0.0601473049726337,269.220843742602,0.124286654079333
0.146693340316415,1944.94768676441,0.0940583528485149
0.181390875112265,702.146289376076,0.124838736187667
0.0419633536133915,474.763467219425,0.199970729183406
0.0716275978367776,1231.64193839859,0.152085593668744
0.0896598288789392,1494.52026898111,0.0240706878248602
0.181285286601633,1927.073246649,0.0643769168294966
0.0778878591489047,1865.43665061495,0.15440455977805
0.103491949895397,1584.58129762346,0.191054936591536
0.0250478175468743,624.157512858976,0.0797517114318907
0.00602914914488792,187.733467580751,0.0388695462606847
0.154361098911613,415.380417128559,0.196619635587558
0.0654830164276063,64.5009046243504,0.0292877717874944
0.0778957386501133,1159.83127922867,0.161468711495399
0.0082105509005487,309.255467394367,0.140494055859745
0.0722793268971145,251.415734780952,0.159895310085267
0.114195616776124,296.823636879213,0.10616023815237
0.1369760483969,1826.77191276569,0.0920310063287616
0.194223349401727,515.603382633766,0.0305438168346882
0.140391761483625,1085.38812552416,0.199621343938634
0.00230910093523562,1298.39590309281,0.111462531005964
0.107106425752863,299.239545677789,0.0984366581775248
0.167314292537048,1698.03195954929,0.0825173228979111
0.161373348487541,587.716658266494,0.0514803490135819
0.0161865286529064,1104.73185951356,0.0328405061736703
0.0477818603627384,1746.39657597221,0.174331050319597
0.193197972793132,1294.32189983223,0.126258628908545
0.00753446528688073,794.96960100159,0.192792624793947
0.183281286433339,60.0373670675326,0.188757035182789
0.145245315693319,714.361482492648,0.191000585258007
0.0401552428491414,1397.39079977712,0.179585333680734
0.168040149286389,599.597206926439,0.0843860533088446
0.0793324694503099,1609.93910823506,0.199611476389691
0.0785404518712312,1548.78394301888,0.155100236833096
0.0945113773923367,423.059220102848,0.150554411252961
0.116731382906437,754.949669995345,0.028253726568073
0.0704774337820709,623.435883257771,0.0498421130236238
0.00569480257108808,1795.24996348517,0.117083093244582
0.199017586931586,833.506451212103,0.0869833142030984
