1.373974531888961792e-01,6.442411499023437500e+02,7.406039535999298096e-02
1.082741618156433105e-01,1.552679687500000000e+03,2.921381033957004547e-02
1.297174990177154541e-01,1.708978515625000000e+03,1.927975267171859741e-01
1.234800741076469421e-01,1.463366943359375000e+03,1.007812842726707458e-01
3.014319017529487610e-02,1.454218994140625000e+03,8.428831398487091064e-02
5.391166359186172485e-02,1.240875854492187500e+02,1.073731184005737305e-01
1.288647502660751343e-01,1.084118530273437500e+03,1.310537457466125488e-01
9.244556725025177002e-02,1.909653472900390625e+02,2.654263935983181000e-02
5.316900089383125305e-02,6.008506469726562500e+02,6.219085678458213806e-02
1.803350746631622314e-01,7.544935302734375000e+02,1.149850487709045410e-01
4.856611415743827820e-02,1.642333984375000000e+03,1.227637566626071930e-02
1.839039772748947144e-01,1.685955322265625000e+03,1.836478710174560547e-01
2.331030368804931641e-02,1.541411499023437500e+03,1.477350015193223953e-02
7.658791728317737579e-03,1.902505004882812500e+03,1.756454817950725555e-02
7.864373922348022461e-02,1.683860839843750000e+03,1.820722669363021851e-01
1.281403899192810059e-01,1.378298339843750000e+03,1.966979354619979858e-01
6.531303375959396362e-02,4.877806701660156250e+02,1.502046883106231689e-01
1.835651993751525879e-01,5.146450195312500000e+02,2.433413267135620117e-02
4.413857683539390564e-02,9.884786224365234375e+01,1.382797509431838989e-01
1.585250943899154663e-01,9.165805053710937500e+02,1.449341028928756714e-01
4.281094297766685486e-02,1.670637573242187500e+03,1.905713379383087158e-01
1.645997017621994019e-01,1.088645401000976562e+02,1.084358096122741699e-01
4.379017278552055359e-02,1.627958618164062500e+03,1.632197946310043335e-01
5.513130500912666321e-02,1.034092163085937500e+03,4.040849395096302032e-03
1.074154302477836609e-01,1.545037353515625000e+03,2.323088608682155609e-02
5.943130329251289368e-02,1.539691894531250000e+03,1.231162529438734055e-02
6.587318331003189087e-02,1.620074462890625000e+02,5.944797024130821228e-02
2.297062985599040985e-02,1.796014282226562500e+03,1.607153415679931641e-01
1.277185082435607910e-01,1.537124877929687500e+03,1.896779835224151611e-01
6.589325517416000366e-02,9.256248474121093750e+01,2.226282469928264618e-02
1.828141957521438599e-01,1.669301635742187500e+03,6.434442102909088135e-02
4.588961601257324219e-04,1.193241821289062500e+03,1.287207305431365967e-01
9.522799402475357056e-02,4.036991271972656250e+02,1.751881688833236694e-01
1.879139691591262817e-01,1.907017333984375000e+03,1.081289276480674744e-01
1.624653302133083344e-02,8.745729370117187500e+02,1.967517137527465820e-01
4.946899414062500000e-02,1.510635620117187500e+03,9.733726829290390015e-02
1.692364662885665894e-01,6.516341400146484375e+01,1.299906969070434570e-01
2.319178543984889984e-02,8.885781860351562500e+02,4.382419586181640625e-02
1.616914719343185425e-01,6.937913208007812500e+02,1.861610412597656250e-01
9.739772230386734009e-02,1.420271484375000000e+03,7.282107323408126831e-02
1.048439741134643555e-01,3.738437805175781250e+02,7.675228267908096313e-02
1.493231654167175293e-01,5.204771118164062500e+02,2.203946188092231750e-02
7.518340647220611572e-02,1.862992797851562500e+03,5.084363371133804321e-02
1.392852813005447388e-01,6.568563232421875000e+02,1.865651905536651611e-01
1.010969933122396469e-02,1.058054809570312500e+03,1.534175127744674683e-01
1.186884641647338867e-01,1.366164306640625000e+03,4.931305721402168274e-02
2.553417719900608063e-02,1.740839843750000000e+03,1.950586885213851929e-01
1.540059298276901245e-01,4.200680236816406250e+02,1.001421958208084106e-01
9.312033653259277344e-04,1.478086669921875000e+03,1.627302467823028564e-01
2.531001530587673187e-02,5.362991333007812500e+02,1.933216899633407593e-01
3.278696676716208458e-03,1.745361938476562500e+03,1.286735981702804565e-01
1.868550926446914673e-01,3.994310607910156250e+02,2.611523866653442383e-02
1.770569533109664917e-01,9.966005859375000000e+02,9.905417263507843018e-02
1.482087373733520508e-01,8.014382934570312500e+02,2.709841728210449219e-02
6.023040041327476501e-02,9.267254638671875000e+02,7.719717174768447876e-02
1.306184232234954834e-01,1.232814178466796875e+02,1.054744869470596313e-01
9.476554580032825470e-03,6.971624755859375000e+01,1.214845925569534302e-01
1.462293118238449097e-01,5.164595336914062500e+02,1.037559434771537781e-01
1.077837869524955750e-01,1.507032226562500000e+03,3.142185136675834656e-02
8.300955593585968018e-02,1.196297485351562500e+03,1.062073744833469391e-02
1.416866779327392578e-01,7.006329956054687500e+02,3.913204744458198547e-02
1.836770325899124146e-01,1.387650268554687500e+03,5.662108585238456726e-02
8.421021699905395508e-02,6.107929687500000000e+02,1.572115421295166016e-01
1.673569530248641968e-01,1.658965087890625000e+03,1.544026192277669907e-02
1.660703867673873901e-01,1.979829956054687500e+03,3.212634474039077759e-02
1.577078998088836670e-01,1.068999633789062500e+03,1.095694825053215027e-01
2.702105045318603516e-02,1.079608520507812500e+03,1.196192428469657898e-01
1.228978186845779419e-01,1.785734375000000000e+03,1.048525609076023102e-02
1.622932106256484985e-01,7.899923095703125000e+02,6.590976566076278687e-02
1.678509823977947235e-02,4.530342864990234375e+01,8.512182533740997314e-02
8.486920595169067383e-02,8.614255371093750000e+02,1.231604218482971191e-01
1.001365929841995239e-01,1.507399047851562500e+03,1.207689568400382996e-01
1.648421138525009155e-01,1.476895904541015625e+02,9.269561618566513062e-02
1.715590059757232666e-01,8.585185241699218750e+01,1.558489352464675903e-01
1.000734940171241760e-01,1.342797241210937500e+03,1.969021409749984741e-01
1.255186051130294800e-01,1.409317993164062500e+03,7.637932151556015015e-02
1.564114987850189209e-01,8.022942504882812500e+02,9.847074002027511597e-02
5.155026912689208984e-03,1.858165893554687500e+03,1.708037406206130981e-01
5.188052728772163391e-02,1.813946533203125000e+03,4.962508752942085266e-02
7.684958167374134064e-03,1.998719848632812500e+03,4.174936097115278244e-03
1.604412049055099487e-01,1.942510375976562500e+03,8.692420087754726410e-03
1.654486954212188721e-01,1.384611968994140625e+02,1.764099895954132080e-01
8.674965053796768188e-02,5.649431762695312500e+02,6.923341751098632812e-02
3.398060798645019531e-04,5.352630615234375000e+01,1.923822015523910522e-01
1.736383587121963501e-01,8.964014282226562500e+02,9.765321016311645508e-02
1.509554237127304077e-01,1.459459350585937500e+03,1.019633188843727112e-01
9.143217653036117554e-02,2.606226501464843750e+02,1.723427623510360718e-01
1.675740331411361694e-01,1.550410003662109375e+02,1.840647310018539429e-01
1.426191478967666626e-01,5.708591308593750000e+02,9.689114242792129517e-02
1.113380566239356995e-01,1.434776458740234375e+02,1.588311940431594849e-01
1.392463892698287964e-01,1.403984130859375000e+03,1.033805161714553833e-01
3.017934598028659821e-02,2.466562652587890625e+02,1.031031534075737000e-01
3.013509511947631836e-02,2.820764770507812500e+02,1.942607462406158447e-01
5.028442293405532837e-02,3.525377511978149414e+00,3.197544813156127930e-02
2.640168741345405579e-02,1.889865478515625000e+03,1.365330666303634644e-01
9.772747009992599487e-02,1.748118652343750000e+03,2.894122712314128876e-02
1.864652186632156372e-01,4.146317138671875000e+02,1.882285475730895996e-01
3.486073017120361328e-02,2.973780517578125000e+02,5.598075315356254578e-02
1.648034900426864624e-01,1.055937622070312500e+03,5.193790420889854431e-02
9.324580430984497070e-02,3.062239685058593750e+02,6.110031530261039734e-02
1.133344173431396484e-01,1.635018310546875000e+03,5.319186672568321228e-02
7.053762674331665039e-02,3.496933288574218750e+02,1.651204675436019897e-01
1.860596686601638794e-01,1.563762939453125000e+03,5.665171425789594650e-03
9.770824760198593140e-02,1.374393676757812500e+03,1.328826397657394409e-01
