"V1","V2","V3","V4","V5","V6","V7","V8"
0.14137934535506,0.0741414117573305,0.0574983857617343,0.1135,0.1885,0.2025,0.0504166666666667,0.860916666666667
0.130961275476021,0.0761892803201719,0.0554985328785341,0.124,0.1765,0.2125,0.0541222222222222,0.861833333333333
0.0945650089491606,0.066423704560269,0.055751718572429,0.129,0.1825,0.2,0.0809888888888889,0.875916666666667
0.140607437902248,0.080919166858274,0.0559578291134617,0.1115,0.1705,0.199,0.0507666666666667,0.8605
0.172558818445121,0.103603535172193,0.0635963421503025,0.095,0.147,0.18,0.0375888888888889,0.857416666666667
0.154461449038872,0.0838305787719121,0.0527703266693978,0.124,0.183,0.2085,0.0495111111111111,0.864166666666667
0.103603473546197,0.0663594300212451,0.0590246844257965,0.135,0.1775,0.2065,0.0739166666666667,0.87425
0.144839281621553,0.0833798334860532,0.0527702181141169,0.111,0.1585,0.201,0.04645,0.855833333333333
0.110497400064254,0.0701049589341866,0.0616157890425418,0.131,0.169,0.194,0.0654277777777778,0.879666666666667
0.0979920752569517,0.0640287650711851,0.0573069555976208,0.147,0.19,0.2065,0.0839472222222222,0.878666666666667
0.0925998516082128,0.062881833830767,0.0523095408407915,0.134,0.1965,0.177,0.0954388888888889,0.891583333333333
0.106572108548745,0.0628942144008111,0.0557134326109135,0.1365,0.1835,0.1945,0.0820607142857143,0.882
0.117189500680739,0.0671197258987582,0.0539122191470369,0.1405,0.19,0.2235,0.0674055555555556,0.87125
0.125166588149832,0.0724637947469929,0.0543601598703964,0.118,0.1805,0.218,0.0595833333333333,0.86925
0.108126043505206,0.0650859948989256,0.0566289971572747,0.1255,0.1895,0.206,0.0694055555555556,0.877083333333333
0.112688227070264,0.0695392153949561,0.057171285105433,0.1295,0.194,0.1985,0.0657888888888889,0.87375
0.149962657649913,0.0876191512957341,0.0590088002223407,0.115,0.194,0.2105,0.0497833333333333,0.864833333333333
0.095280141145369,0.0704506921929351,0.056986461673694,0.146,0.184,0.1945,0.0813944444444444,0.885666666666667
0.109336949256417,0.0678675241181247,0.056360273897248,0.134,0.1735,0.199,0.0641916666666667,0.868833333333333
0.142844800190171,0.0699141648659451,0.0541773447095556,0.139,0.1855,0.2145,0.0601944444444444,0.868
0.112431203261333,0.0711212741530201,0.0545876123761808,0.1585,0.19,0.2015,0.0749777777777778,0.879
0.0891600867396323,0.0648603467832819,0.0574520140316934,0.135,0.1755,0.1835,0.0962777777777778,0.887166666666667
0.106905880135277,0.0700843066122913,0.0558423153151986,0.144,0.186,0.19,0.0811722222222222,0.884666666666667
0.0991435588475693,0.0645665098447574,0.0586365415249995,0.1355,0.2135,0.207,0.0767055555555556,0.88325
0.100623987952661,0.0624475519302542,0.0578882224544343,0.147,0.181,0.195,0.0929972222222222,0.885
0.101172527480521,0.0605145619861571,0.0555420448838433,0.127,0.1845,0.188,0.0841944444444444,0.884666666666667
0.0995942535747967,0.0648253465006183,0.0600872016460687,0.1465,0.1785,0.1855,0.0918222222222222,0.88275
0.193733614360897,0.114684880715205,0.0661722634416711,0.0635,0.141,0.1715,0.0332833333333333,0.856833333333333
0.115819787506711,0.0696712915455056,0.0614552747115599,0.1225,0.1975,0.2115,0.0703555555555556,0.8745
0.11330225079807,0.068682510838428,0.0616564926409184,0.1515,0.1845,0.213,0.0758333333333333,0.885166666666667
0.0858605696093552,0.0620741679406067,0.0578128115722191,0.128,0.1885,0.184,0.0993527777777778,0.884083333333333
0.0953211201869088,0.0623438746591912,0.0573033298909931,0.136,0.165,0.178,0.0966444444444444,0.88875
