"V1","V2","V3"
0.0471388604026288,195.519540725974,0.147582173720002
0.0549773320555687,186.522604575381,0.155922181205824
0.118264210736379,421.728100602515,0.0229388792999089
0.0506781307514757,423.770265229279,0.122474669851363
0.0246974460780621,160.346245146124,0.18218723507598
0.0459811774082482,67.1205171756446,0.126804291876033
0.119515058444813,308.937450826168,0.0549328065942973
0.0422817111946642,395.860950184753,0.0705670676194131
0.0927402356173843,169.686304442119,0.134165871329606
0.129420238826424,452.818350861548,0.181342283822596
0.192114618420601,99.5807983416598,0.146047166362405
0.135279634315521,397.248504548334,0.183953397767618
0.0890296043362468,377.546844431665,0.0764866514131427
0.0715547565836459,455.786028814735,0.170828107558191
0.0911462912335992,162.021164586302,0.0109468180220574
0.089082795381546,43.9985670910683,0.0507972057908773
0.0490185178350657,455.689026658656,0.0734257995150983
0.138870142400265,477.631738748169,0.0721140815876424
0.0824474070221186,335.900329007069,0.056103306170553
0.0655451737344265,372.746118252864,0.077738502016291
0.114512953395024,220.568471186096,0.069626888493076
0.193399816891178,58.4046695749275,0.0557846134062856
0.13235580441542,338.145748279756,0.160217626998201
0.124939543381333,366.048198797973,0.199002768145874
0.171330608520657,242.508466464235,0.150648392410949
0.154955777619034,86.3529709323775,0.120668585691601
0.166805419744924,338.248418863397,0.118789636017755
0.0183020557276905,132.23198325769,0.116458057612181
0.0919050973374397,171.398933814373,0.0477318570949137
0.119879631185904,105.91252592043,0.0908568763174117
0.183944382146001,9.14347746246494,0.199103325139731
0.196564815472811,189.004675848177,0.0165491965133697
0.00756051586940885,281.591393494746,0.0103812010958791
0.115587480179966,340.312319259159,0.0987594425678253
0.146662833634764,372.948996467516,0.0107987192925066
0.0497484805528075,475.08628841606,0.190089714620262
0.0601473049726337,82.3822664124891,0.126638252288103
0.146693340316415,163.053694186267,0.0539874161127955
0.181390875112265,67.2253016997129,0.199362587276846
0.0419633536133915,319.011421906529,0.0717608222737908
0.0716275978367776,166.133875712054,0.0743524155579507
0.0896598288789392,324.890706864651,0.0660452797077596
0.181285286601633,152.141291112639,0.0208791026845574
0.0778878591489047,36.5453998667654,0.115980285778642
0.103491949895397,331.532843968598,0.0666178931947798
0.0250478175468743,380.042177238734,0.000755515834316611
0.00602914914488792,277.126724474598,0.198919221898541
0.154361098911613,270.096776721301,0.0738469722215086
0.0654830164276063,424.946567873703,0.0440465122461319
0.0778957386501133,326.959753447678,0.148631900455803
0.0082105509005487,475.49199244706,0.061191462399438
0.0722793268971145,308.994301126571,0.0804417698644102
0.114195616776124,246.927476230077,0.078714288584888
0.1369760483969,488.027276125969,0.0881512907799333
0.194223349401727,245.68226284557,0.154561015218496
0.140391761483625,327.930979239987,0.041913808695972
0.00230910093523562,299.802092880476,0.149624537630007
0.107106425752863,473.836939167231,0.117071030521765
0.167314292537048,184.637742211809,0.0648894391022623
0.161373348487541,439.215315582464,0.0750094899907708
0.0161865286529064,227.982658836059,0.0053874387871474
0.0477818603627384,248.73704060493,0.0966669752262533
0.193197972793132,230.847191948676,0.194016087753698
0.00753446528688073,309.336190181552,7.90140591561794e-05
0.183281286433339,302.467602481134,0.0211405097041279
0.145245315693319,393.153921725228,0.0879886408802122
0.0401552428491414,278.07896895241,0.062459748191759
0.168040149286389,384.720191237982,0.194266568403691
