1.198839776360745117e-02,3.769000387092148685e+01,4.273137369012602882e-02,5.063000000000000000e+03
1.781091889457008248e-01,3.138139760897109909e+01,1.305192445844181037e-01,8.149000000000000000e+03
1.153802998800065871e-01,5.659175203532254983e+01,2.881838921216588537e-02,8.327000000000000000e+03
1.484959378195954693e-01,8.546518516457004466e+01,7.620145412141061947e-02,1.244000000000000000e+03
1.260367872950752255e-01,3.142154534710259668e+02,8.114690651452978465e-02,3.910000000000000000e+03
1.163684384797555871e-01,2.197581542252818281e+02,1.317930869145207129e-01,5.984000000000000000e+03
4.087826405384631379e-03,4.156209785373833938e+02,1.023645347426887231e-01,3.111000000000000000e+03
4.200531553457212408e-02,1.206563025926716506e+02,9.651702077004838121e-02,4.830000000000000000e+03
1.089369756357295160e-01,9.583630125194878246e+01,1.048043596567977825e-01,2.948000000000000000e+03
1.538230342211303336e-01,3.562379296328749092e+02,1.612571746485442770e-01,4.242000000000000000e+03
5.013904582767918922e-02,4.292891677380619626e+02,1.608782161338587757e-01,2.221000000000000000e+03
5.717913808137294052e-02,2.799688869124137227e+02,2.954008722050179003e-02,5.040000000000000000e+03
1.704790175682612818e-01,3.525057837361396764e+02,1.986907154161394740e-01,3.041000000000000000e+03
1.950012987213175231e-01,3.029509057235713385e+02,1.355354715023819948e-02,8.115000000000000000e+03
1.769706586982211227e-01,2.800494243507520196e+02,1.991631613924789435e-01,4.256000000000000000e+03
7.190156878738045154e-02,4.303367012628857537e+02,2.468993853066177302e-02,7.807000000000000000e+03
1.197717891751494401e-01,4.599579242158848160e+02,1.238583958668015850e-02,6.770000000000000000e+02
7.095912233145995618e-02,4.249540555537316777e+02,1.408070883556439001e-01,1.932000000000000000e+03
6.803804307412915364e-02,1.279788012117328151e+02,1.921959305955766861e-01,3.058000000000000000e+03
3.561619790116097445e-02,4.389002156010986937e+02,1.424301895804677975e-01,5.240000000000000000e+02
4.753884172481009224e-02,2.181299648560206492e+02,1.326162644641469546e-01,2.880000000000000000e+03
8.972456492155056473e-03,3.650176776382894559e+02,2.673499244491286606e-02,7.370000000000000000e+02
1.010862859271578484e-01,2.069077430018583641e+02,3.606903384566961801e-02,5.924000000000000000e+03
7.525049085947260741e-02,9.622718685980002817e+01,3.134317378445666130e-02,1.417000000000000000e+03
1.185610801951773319e-01,3.533037404581249348e+02,1.809469625576614130e-02,9.028000000000000000e+03
1.259883751174994682e-01,1.210757776439966165e+02,1.943732296490065237e-01,8.471000000000000000e+03
2.852006288925670527e-02,4.258108889896647042e+02,1.019722260569800310e-01,6.863000000000000000e+03
