2.297016666666427682e+03,7.557188888888146039e+02,5.769683869638679607e+04,2.081474027362272318e+04,7.989833371195488326e+03,2.459800306556280702e+03,1.450400000000000000e+04,5.802000000000000000e+03,3.510003769240591098e-02,3.118424069030348300e-02,8.816484627057057377e-01,8.589065062978757936e-01,1.220902993673098069e-01,1.015020346024709391e-01,2.216313682344671632e-01,2.394156969546917535e-01,1.418822222222225662e+02,1.182777777777781552e+02,2.702501977552371045e+03,2.564287738834210813e+03,6.719127169305953657e+02,4.816505252191784621e+02,1.520000000000000000e+02,3.100000000000000000e+02,5.109190573360553045e-02,4.329347649259815412e-02,9.731732004149697968e-01,9.386119102614242093e-01,2.419563258662568717e-01,1.762996065955997338e-01,5.473532589124954773e-02,1.134699853587115698e-01,5.597092419522325946e-01,2.119999999999999940e-01,1.070260102632510666e+02,1.076252873563218344e+02,3.231917061699035003e+03,2.181925567054950749e-02,1.867612293144207958e-01,2.523584905660377631e-01,4.500000000000000000e+01,1.165265363949454513e-01,2.339493709534024024e-01,1.494329770140131498e-02,1.010018193453446206e-01,2.000000000000000000e+03
1.488547777777539295e+03,3.727477777777715460e+02,5.196159640070610476e+04,1.771573462716361973e+04,4.914839640042770952e+03,1.072487896180835605e+03,1.238700000000000000e+04,4.470000000000000000e+03,2.475343440222065733e-02,1.786217068131932054e-02,8.640824212306660312e-01,8.489426215815421006e-01,8.173010127284893733e-02,5.139389956779929353e-02,2.059865303068096898e-01,2.142035652673950630e-01,1.215544444444430923e+02,1.063455555555549523e+02,2.388918204389817674e+03,2.340278982467271362e+03,6.178862740189532587e+02,4.806469251513451582e+02,1.680000000000000000e+02,2.430000000000000000e+02,4.933216089466034571e-02,4.305488079172264948e-02,9.695284920413220764e-01,9.474813694199478720e-01,2.507655332869128673e-01,1.945938968224069365e-01,6.818181818181817677e-02,9.838056680161944012e-02,6.190926275992438832e-01,2.015000000000000124e-01,1.017251937171938181e+02,9.602068965517241850e+01,1.029188077685295184e+03,-2.184492486804988642e-01,1.915422885572139189e-01,2.531017369727047162e-01,4.200000000000000000e+01,7.391488631562777301e-02,2.850787922704325350e-01,1.022366111875397734e-02,4.814520950183098780e-02,2.000000000000000000e+03
3.886117777778154050e+03,1.132334444444174096e+03,1.385417991432528070e+05,4.541085320185980527e+04,1.052342998255152634e+04,2.581699376865226895e+03,5.104400000000000000e+04,1.874500000000000000e+04,2.231157041928034587e-02,1.928099789613428247e-02,7.954172478441383642e-01,7.732402465920822365e-01,6.041871670763040991e-02,4.396028090289515883e-02,2.930615760011482940e-01,3.191833537665167975e-01,2.399444444444440308e+02,2.195699999999990553e+02,6.357842583900531281e+03,6.097825815284518285e+03,8.937932150740725774e+02,7.133754506386693492e+02,1.116000000000000000e+03,1.622000000000000000e+03,3.427288165182745816e-02,3.111378772849639554e-02,9.081334929153737079e-01,8.640818783172053985e-01,1.276665069381620610e-01,1.010876364799021265e-01,1.594057991715469302e-01,2.298427093665863785e-01,7.101018675721562090e-01,3.415000000000000258e-01,1.724027476646237744e+02,1.765011494252873661e+02,1.440015515920200869e+03,9.285310231693948146e-02,7.038123167155425908e-02,1.185944363103953181e-01,1.310000000000000000e+02,5.626861551555955437e-02,1.176198112470263901e-01,1.051388877387316248e-02,4.586482339011298259e-02,2.000000000000000000e+03
2.711773333333388564e+03,8.989111111109489229e+02,1.021146317123357585e+05,3.797779212982070021e+04,7.610903354683849102e+03,2.078286391579676092e+03,3.316500000000000000e+04,1.555600000000000000e+04,2.171364208997973028e-02,1.817560933964755196e-02,8.176496678010357622e-01,7.678951842978890552e-01,6.094183071779393779e-02,4.202208770405960886e-02,2.655579399141630992e-01,3.145358594334472513e-01,1.784111111111079424e+02,1.615777777777753101e+02,4.879533092370613304e+03,4.710666659624179374e+03,6.574068781583559939e+02,5.107266099188920521e+02,7.180000000000000000e+02,1.041000000000000000e+03,3.387981601046485824e-02,3.049212639701364552e-02,9.266109176548829041e-01,8.889727608273597648e-01,1.248398933077014827e-01,9.638169653121193836e-02,1.363463729586023576e-01,1.964521607850537865e-01,7.101520353114272321e-01,2.954999999999999849e-01,1.491801227961825020e+02,1.469241379310344939e+02,1.192626428854538290e+03,-5.903230700877234310e-02,6.271186440677965768e-02,1.116751269035533012e-01,1.020000000000000000e+02,5.557480711386478950e-02,1.210014428342785359e-01,1.093408765150995221e-02,4.351902615090140480e-02,2.000000000000000000e+03
1.580804444444201636e+03,5.582633333333112660e+02,4.629069768075269531e+04,1.819406055587900482e+04,5.370152168743795301e+03,1.596707923702628023e+03,1.087500000000000000e+04,6.269000000000000000e+03,2.974344179356140649e-02,2.501403948979797828e-02,8.709772273792559805e-01,8.152191305618337047e-01,1.010414722801195736e-01,7.154350406410198149e-02,2.046172951004741614e-01,2.808943453714490279e-01,1.102677777777780221e+02,8.267444444444488738e+01,2.219655240684525779e+03,2.078569891648298380e+03,5.313465224027659133e+02,3.264482248293296038e+02,1.220000000000000000e+02,1.930000000000000000e+02,4.823612326237008974e-02,3.773365789340250159e-02,9.709777955750331646e-01,9.486854822675939714e-01,2.324350491700638288e-01,1.489950820763713268e-01,5.336832895888014155e-02,8.808763121862163425e-02,5.808189655172413257e-01,1.945000000000000062e-01,9.819131601982232382e+01,9.788275862068965694e+01,1.578057518826793284e+03,-1.223832846443727827e-02,1.701030927835051609e-01,2.416452442159383041e-01,4.600000000000000000e+01,9.231786622383215957e-02,2.125979241825640131e-01,1.039591347782145743e-02,7.081939888328696309e-02,2.000000000000000000e+03
1.429212222222138735e+03,4.179011111111028640e+02,4.299476998005765927e+04,1.721087938251021114e+04,4.811797771843209375e+03,1.083975918596022666e+03,6.339000000000000000e+03,3.868000000000000000e+03,3.056092507852154957e-02,2.125209067896170062e-02,9.193595770443839799e-01,8.752481378412434454e-01,1.028909415353720519e-01,5.512489415154712274e-02,1.355471924047384757e-01,1.967046379170057091e-01,9.437666666666649462e+01,8.490000000000001990e+01,1.934609023008326176e+03,1.898152254821913175e+03,4.414765658925711591e+02,3.450263157564772314e+02,7.200000000000000000e+01,1.210000000000000000e+02,4.805329260013568859e-02,4.342710997442456033e-02,9.850351440979256967e-01,9.709218694741243993e-01,2.247844021856268693e-01,1.764840489802952661e-01,3.665987780040733113e-02,6.189258312020460423e-02,5.203679369250985287e-01,1.824999999999999956e-01,9.213323996718546027e+01,8.923448275862068613e+01,1.225522029330162241e+03,-1.224790618665336644e-01,1.813186813186813129e-01,2.520547945205479645e-01,3.700000000000000000e+01,8.875167379858216188e-02,2.056003038236010882e-01,6.586873708118994898e-03,5.792044481518086180e-02,2.000000000000000000e+03
2.628024444444693472e+03,4.820633333332891652e+02,1.112999815954226651e+05,2.852365926845415743e+04,7.702926650806194630e+03,1.149601651502365257e+03,3.080300000000000000e+04,8.161000000000000000e+03,1.978770165456696789e-02,1.396475473155530528e-02,8.380328556777877358e-01,8.262937215658794354e-01,5.799916159660114395e-02,3.330248121385762788e-02,2.319310900452522806e-01,2.364136732329084611e-01,1.603966666666651406e+02,1.391111111111090395e+02,4.900822787476964550e+03,4.801549009784221198e+03,7.139171203563777226e+02,5.443555998522189157e+02,5.780000000000000000e+02,8.180000000000000000e+02,3.068618072826958740e-02,2.622264111425241101e-02,9.375976253064787214e-01,9.050987765851500333e-01,1.365825751590544757e-01,1.026118001606444730e-01,1.105796824182131294e-01,1.541941564561734312e-01,6.832603938730853477e-01,2.894999999999999796e-01,1.461510847698640703e+02,1.353517241379310292e+02,8.114693935790725163e+02,-2.884166461822795791e-01,8.650519031141867821e-02,1.416234887737478354e-01,1.050000000000000000e+02,5.290429330075809011e-02,1.338626760714941855e-01,9.240278556391080117e-03,3.664166973290753498e-02,2.000000000000000000e+03
3.732544444446742546e+03,9.820333333331218455e+02,1.439859064054753981e+05,4.290545256590881036e+04,1.000045855080460024e+04,2.274453709255020840e+03,5.405200000000000000e+04,1.779200000000000000e+04,2.046642857231152635e-02,1.752973587285342610e-02,7.895089563505510721e-01,7.658815902234663575e-01,5.483489176529878634e-02,4.060001980070011146e-02,2.963799664425850189e-01,3.175951875189660933e-01,2.345877777777740505e+02,1.954888888888856968e+02,6.405111557183552577e+03,6.162737733007151292e+03,9.005374264606093675e+02,6.244728124017358368e+02,1.220000000000000000e+03,1.657000000000000000e+03,3.300798899363642513e-02,2.723824563033101429e-02,9.012398420126006560e-01,8.586787979667203086e-01,1.267113305840170678e-01,8.701028457596987620e-02,1.716617419445617132e-01,2.308764107565835222e-01,7.268774703557312478e-01,3.454999999999999738e-01,1.744221063488360528e+02,1.742528735632184009e+02,1.219237204386312669e+03,-3.789906644613264246e-03,7.826086956521739746e-02,1.259044862518089725e-01,1.440000000000000000e+02,5.148980582672892797e-02,1.511863011796497069e-01,1.655716310482893000e-02,4.092234922167124062e-02,2.000000000000000000e+03
3.029267777778938580e+03,8.935422222219751802e+02,1.340697868111809948e+05,4.417374467215015466e+04,8.714237905995325491e+03,2.382045250253766881e+03,3.711400000000000000e+04,1.485300000000000000e+04,1.894772652246404232e-02,1.625656731050623485e-02,8.385913170363158420e-01,8.036704206704294862e-01,5.450657017041642127e-02,4.333749204500621927e-02,2.321438623924941269e-01,2.702265077776767055e-01,1.738222222222164817e+02,1.480044444444411056e+02,6.064895206599959238e+03,6.009461119356545169e+03,6.230532498355277085e+02,4.976617393243209335e+02,9.660000000000000000e+02,1.122000000000000000e+03,2.624127750939258402e-02,2.202774883828562472e-02,9.155940831219745446e-01,8.943981424849747341e-01,9.405997129159536507e-02,7.406782844535213239e-02,1.458333333333333426e-01,1.669891352879892821e-01,6.911487758945386028e-01,3.280000000000000138e-01,1.655874121054073100e+02,1.506896551724137794e+02,1.131331272294887185e+03,-3.513584937865093516e-01,4.885496183206106818e-02,8.993902439024389905e-02,1.310000000000000000e+02,5.164905583808287320e-02,8.043177500937521984e-02,1.120039124343774617e-02,4.355705726391164573e-02,2.000000000000000000e+03
7.567999999998946805e+02,2.269099999999948238e+02,2.457323818732084692e+04,7.213943436689104601e+03,5.401342908196382268e+03,1.747802878971740029e+03,4.300000000000000000e+02,1.000000000000000000e+02,3.044982698961513912e-02,3.118180568915690856e-02,9.887035562614004958e-01,9.913348133419135344e-01,2.173228819584928917e-01,2.401817890575429493e-01,1.730103806228373842e-02,1.374192661811186010e-02,2.985333333333338857e+01,3.533111111111112734e+01,9.668336233211618946e+02,1.033331578144120158e+03,2.250833677547319382e+02,2.595539435481250621e+02,1.700000000000000000e+01,1.200000000000000000e+01,3.052488070892984615e-02,3.393958800298859518e-02,9.885824369337034012e-01,9.926336005226898962e-01,2.301465927962494384e-01,2.493313578752402171e-01,1.738241308793456175e-02,1.152737752161383210e-02,5.223880597014929350e-02,1.270000000000000018e-01,6.411463822374003030e+01,4.720459770114942444e+01,1.931109863918615702e+03,-1.023511146583591325e+00,1.581027667984189755e-01,1.771653543307086520e-01,1.400000000000000000e+01,2.224999466922429892e-01,4.465709636519210601e-02,2.525774470861413823e-02,2.229370032401618851e-01,2.000000000000000000e+03
