1.416081786155700684e-01,5.466024017333984375e+01,6.708610057830810547e-02,3.800000000000000000e+02
2.273932658135890961e-02,6.512680053710937500e+01,1.056839972734451294e-01,2.860000000000000000e+02
1.025528088212013245e-01,1.592010021209716797e+01,1.504245400428771973e-01,4.820000000000000000e+02
3.761068731546401978e-02,2.495103454589843750e+01,1.171790510416030884e-01,1.710000000000000000e+02
5.067727714776992798e-02,5.838051605224609375e+01,1.281779855489730835e-01,3.220000000000000000e+02
1.738018840551376343e-01,6.104178619384765625e+01,1.298281401395797729e-01,4.760000000000000000e+02
1.544032543897628784e-01,5.484688568115234375e+01,1.905685216188430786e-01,2.880000000000000000e+02
1.129982247948646545e-01,5.470549392700195312e+01,1.519950926303863525e-01,1.320000000000000000e+02
1.766080707311630249e-01,5.295413208007812500e+01,9.748913347721099854e-02,2.870000000000000000e+02
1.341535001993179321e-01,5.451403808593750000e+01,1.938463747501373291e-01,1.950000000000000000e+02
1.013614460825920105e-01,3.718413925170898438e+01,1.143393144011497498e-01,3.890000000000000000e+02
3.092305734753608704e-02,8.782726287841796875e+01,5.381399393081665039e-02,2.840000000000000000e+02
1.253422535955905914e-02,4.773502731323242188e+01,1.719406396150588989e-01,4.760000000000000000e+02
1.795508898794651031e-02,6.943373107910156250e+01,8.772645145654678345e-02,2.570000000000000000e+02
4.803960397839546204e-02,4.806697845458984375e+00,1.407719850540161133e-01,4.820000000000000000e+02
1.190245747566223145e-01,6.798126983642578125e+01,1.519643962383270264e-01,3.860000000000000000e+02
1.226664800196886063e-02,1.758113288879394531e+01,1.215278878808021545e-01,2.140000000000000000e+02
1.656190007925033569e-01,2.825145149230957031e+01,7.179260253906250000e-03,2.480000000000000000e+02
1.132101640105247498e-01,5.599210739135742188e+01,1.779967397451400757e-01,3.890000000000000000e+02
1.090130209922790527e-01,2.289760017395019531e+01,1.932150125503540039e-02,2.910000000000000000e+02
1.726271808147430420e-01,1.184150218963623047e+01,5.851929262280464172e-02,3.960000000000000000e+02
1.089455857872962952e-01,6.159834289550781250e+01,5.572408437728881836e-02,2.480000000000000000e+02
1.416125595569610596e-01,3.879957580566406250e+01,5.623012781143188477e-02,2.890000000000000000e+02
1.526499837636947632e-01,8.877985382080078125e+01,1.460681855678558350e-01,1.970000000000000000e+02
1.791264265775680542e-01,6.269076919555664062e+01,1.668348759412765503e-01,3.030000000000000000e+02
4.368466138839721680e-02,3.852637100219726562e+01,1.424939483404159546e-01,1.530000000000000000e+02
9.849410504102706909e-02,7.701002502441406250e+01,1.592153757810592651e-01,4.450000000000000000e+02
5.535992607474327087e-02,5.360631179809570312e+01,1.407476365566253662e-01,2.060000000000000000e+02
3.147066757082939148e-02,4.672818756103515625e+01,1.475557126104831696e-02,1.910000000000000000e+02
1.675451993942260742e-01,4.187284088134765625e+01,6.210932880640029907e-02,4.330000000000000000e+02
1.142707467079162598e-01,6.214819908142089844e+00,3.680627420544624329e-02,3.720000000000000000e+02
2.727304771542549133e-02,9.335483551025390625e+00,1.448185741901397705e-01,1.220000000000000000e+02
1.802075058221817017e-01,1.148124885559082031e+01,6.509327795356512070e-03,3.990000000000000000e+02
1.521255075931549072e-01,9.208988189697265625e+01,5.270770937204360962e-02,2.370000000000000000e+02
3.802000358700752258e-02,6.633963012695312500e+01,9.140578657388687134e-02,2.210000000000000000e+02
2.340756729245185852e-02,1.694119071960449219e+01,1.196974888443946838e-01,2.690000000000000000e+02
4.205120727419853210e-02,7.465266418457031250e+01,6.794806569814682007e-02,2.460000000000000000e+02
1.284174770116806030e-01,7.390927886962890625e+01,1.548910290002822876e-01,2.420000000000000000e+02
8.224755525588989258e-02,1.585156726837158203e+01,6.811540573835372925e-02,4.170000000000000000e+02
8.317150920629501343e-02,9.658048629760742188e+00,4.292838647961616516e-02,4.860000000000000000e+02
1.811946481466293335e-01,8.597467041015625000e+01,4.927403852343559265e-02,2.260000000000000000e+02
4.774201195687055588e-03,8.120249938964843750e+01,2.460581064224243164e-02,2.150000000000000000e+02
9.690020233392715454e-02,2.832169771194458008e+00,1.006497740745544434e-01,1.410000000000000000e+02
5.232237651944160461e-02,3.419151687622070312e+01,5.586490780115127563e-02,4.910000000000000000e+02
1.948969513177871704e-01,5.876062011718750000e+01,9.216081351041793823e-02,1.600000000000000000e+02
8.100479841232299805e-02,8.700710296630859375e+00,6.795914471149444580e-02,1.130000000000000000e+02
8.722084015607833862e-02,2.026885032653808594e+01,1.164547353982925415e-01,1.110000000000000000e+02
1.767890602350234985e-01,3.997190475463867188e+01,1.427532434463500977e-01,2.050000000000000000e+02
2.116133086383342743e-02,1.812721061706542969e+01,1.498327311128377914e-02,2.900000000000000000e+02
1.235718280076980591e-01,1.607598876953125000e+01,2.780652046203613281e-02,2.670000000000000000e+02
