"V1","V2","V3","V4","V5","V6","V7"
0.0350762722098405,0.0258170085412562,0.0191485166472668,0.0365,0.0395,0.048,0.470166666666667
0.0425809419417794,0.0262827148738068,0.0175248040800143,0.032,0.054,0.0645,0.496
0.00172807527068891,0.00190770245627388,0.00062132804289866,0.001,0.002,0.0045,0.102666666666667
0.0306725068514561,0.0136364680073167,0.0129831736469861,0.024,0.034,0.043,0.416333333333333
0.0517989793558121,0.0347084556532433,0.0243641930323156,0.0455,0.0635,0.0705,0.540833333333333
0.0361438232115053,0.021203713356699,0.0133770067813056,0.019,0.037,0.044,0.418166666666667
0.00782883463647575,0.00541512919781006,0.00461985277760128,0.0055,0.0075,0.0105,0.227833333333333
0.0160634530463686,0.008670790036217,0.00503353457343738,0.0085,0.0135,0.0125,0.268
0.0356293478947315,0.021510971917015,0.0134843547988253,0.024,0.036,0.0475,0.457166666666667
0.0522459250864214,0.0290652528427769,0.0231199516866172,0.041,0.067,0.078,0.533666666666667
0.0421042006014022,0.024759012078821,0.0230391118749122,0.0345,0.0445,0.0525,0.472666666666667
0.0522258760883708,0.0375994528476066,0.0238917255335615,0.0525,0.068,0.0845,0.540166666666667
0.0128669321749679,0.00814068425317052,0.00642500933448527,0.005,0.013,0.0165,0.2915
0.0463744355185474,0.0333441885228206,0.018309600011723,0.039,0.058,0.0615,0.530833333333333
0.00102178178963893,0.000361335651527959,0.000142857142857143,0,5e-04,0,0.054
0.00809247089369311,0.00511484263661253,0.00315570325177468,0.0035,0.0085,0.0035,0.211166666666667
0.0121133509613467,0.00806200332659811,0.00606011592081252,0.004,0.0085,0.016,0.274333333333333
0.0165440989990295,0.0117813873745503,0.00492079959577275,0.0095,0.0135,0.014,0.284
0.0113263813704957,0.00722595125601973,0.00465932424874077,0.009,0.0105,0.015,0.233
0.0169964204259568,0.0119216233211403,0.00697577038615791,0.0085,0.0175,0.02,0.311166666666667
0.0136527303365387,0.00859919142189996,0.00497969990938564,0.009,0.0135,0.0155,0.280166666666667
0.0121339370307746,0.00581137133724276,0.00389826793796262,0.005,0.0095,0.0065,0.232
0.0402963634324699,0.0342791064898274,0.0190251496975886,0.0345,0.046,0.064,0.505833333333333
0.0506716841897819,0.0367953289592679,0.0287243978452435,0.0475,0.0705,0.0895,0.567166666666667
0.0388222242178778,0.0219830232797536,0.0165000057792613,0.0335,0.048,0.0565,0.485833333333333
0.0302149799642158,0.0186564803119429,0.0128457140877385,0.018,0.035,0.0385,0.409666666666667
0.0302419668657753,0.0190962857585436,0.012263207654431,0.019,0.027,0.036,0.408833333333333
0.0258876452889027,0.0201936890852045,0.0112588903372407,0.02,0.036,0.0315,0.410166666666667
0.00966706045912777,0.003941427234582,0.00197772499300659,0.0035,0.0035,0.0065,0.2005
0.0209978846345631,0.0129557149280401,0.00789704879248044,0.014,0.024,0.0265,0.336833333333333
0.0558158464691088,0.0342023656564334,0.0272346336821455,0.047,0.0725,0.0975,0.575
0.00144532790927022,0.000569085104455984,0.000245892300236394,0,0,0.002,0.0783333333333333
2.04081632653061e-05,0.000322916666666667,0.000217922229285866,0,5e-04,0,0.0491666666666667
0.0211673808254821,0.0139273146637899,0.00885196289149024,0.0165,0.019,0.024,0.352
0.000833719851576994,8.6038961038961e-05,0.000258045525902669,0,5e-04,0,0.0558333333333333
0.0490821869841033,0.0367780049243917,0.0248685390899939,0.0465,0.07,0.073,0.563666666666667
0.0300647501378445,0.0187816416550868,0.0139123905160103,0.023,0.0335,0.0455,0.423166666666667
0.00614778789332361,0.00432505284067784,0.00328545411168517,0.003,0.0105,0.01,0.227666666666667
0.0561877037627761,0.0366983209267315,0.0243327867453506,0.0515,0.076,0.092,0.581833333333333
0.0142335470733479,0.00833542137997838,0.00792851473273738,0.0055,0.016,0.0185,0.281
0.0188430845264428,0.00902682133205776,0.00624454251581551,0.0085,0.0115,0.016,0.287666666666667
0.0148592852392178,0.00756067940466635,0.00511569740865965,0.007,0.01,0.016,0.261333333333333
0.00167788461538462,0.00101334174067691,0.000561839373995967,0,0.001,0.0015,0.0915
0.0248861940808256,0.0201757217437768,0.0115980487985516,0.018,0.026,0.0385,0.4055
0.0137609903216534,0.00695282577640844,0.00607641293431951,0.0065,0.0095,0.019,0.2675
0,0,0,0,0,0,0.00483333333333333
0.0605378248182678,0.0392643584293346,0.0259390851749091,0.06,0.0745,0.0735,0.570833333333333
0.0150161072668513,0.00879421069162057,0.00680677840242754,0.0075,0.0085,0.015,0.281
0.00728287122904568,0.00460816208618406,0.00178216925355204,0.0025,0.0045,0.006,0.1895
0.0327834677481001,0.0189304045144247,0.0161507614582857,0.03,0.04,0.0575,0.473666666666667
0.0110439723845225,0.00620363549123851,0.00551280433140323,0.009,0.007,0.015,0.241666666666667
0.0180887217128372,0.0114563915577691,0.00695849937640522,0.0075,0.014,0.0205,0.311333333333333
0.0165868583281405,0.00800755358643096,0.00659889899287221,0.0085,0.014,0.02,0.301
0.0230740400801746,0.00971847273058385,0.00823163536511126,0.008,0.0205,0.023,0.325333333333333
0.0412629614040761,0.0253670308730979,0.0201301058538577,0.03,0.0465,0.0585,0.495333333333333
