1.656534895300865173e-02,1.186165027320384979e-02,1.033140625804662704e-02,2.800000086426734924e-02,3.299999982118606567e-02,3.400000184774398804e-02,3.750000000000000000e-01
3.437781333923339844e-02,2.671650424599647522e-02,2.000452578067779541e-02,2.999999932944774628e-02,4.899999871850013733e-02,4.749999940395355225e-02,4.914999902248382568e-01
6.561883538961410522e-02,4.250325635075569153e-02,3.724268078804016113e-02,1.484999954700469971e-01,1.879999935626983643e-01,2.010000050067901611e-01,7.361666560173034668e-01
4.627107176929712296e-03,4.494524095207452774e-03,1.949076657183468342e-03,3.500000108033418655e-03,4.000000189989805222e-03,6.500000134110450745e-03,2.014999985694885254e-01
2.459828741848468781e-03,2.562238369137048721e-03,3.736299928277730942e-03,1.000000047497451305e-03,0.000000000000000000e+00,1.000000047497451305e-03,1.238333359360694885e-01
2.650119736790657043e-02,2.164633013308048248e-02,2.592228725552558899e-02,3.500000014901161194e-02,4.300000146031379700e-02,4.199999943375587463e-02,4.496666789054870605e-01
5.804023891687393188e-02,3.671514615416526794e-02,3.262729942798614502e-02,1.120000034570693970e-01,1.525000035762786865e-01,1.395000070333480835e-01,6.815000176429748535e-01
5.589608475565910339e-02,3.486116230487823486e-02,3.306985646486282349e-02,1.080000028014183044e-01,1.225000023841857910e-01,1.459999978542327881e-01,6.610000133514404297e-01
2.168163098394870758e-02,1.465280819684267044e-02,1.295598596334457397e-02,4.349999874830245972e-02,3.750000149011611938e-02,4.600000008940696716e-02,4.454999864101409912e-01
3.850632533431053162e-02,2.668871544301509857e-02,2.253262512385845184e-02,4.650000110268592834e-02,4.850000143051147461e-02,5.449999868869781494e-02,4.889999926090240479e-01
3.769801929593086243e-02,2.641852386295795441e-02,2.558883465826511383e-02,5.900000035762786865e-02,6.750000268220901489e-02,7.249999791383743286e-02,5.316666960716247559e-01
7.420953479595482349e-04,1.285383477807044983e-03,7.438695756718516350e-04,2.000000094994902611e-03,3.500000108033418655e-03,3.000000026077032089e-03,1.176666691899299622e-01
1.993554271757602692e-02,1.134091056883335114e-02,9.509441442787647247e-03,1.700000092387199402e-02,2.449999935925006866e-02,3.799999877810478210e-02,3.666666746139526367e-01
1.298701317864470184e-05,4.974489638698287308e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.649999946355819702e-02
5.095297843217849731e-02,3.075666539371013641e-02,2.968562208116054535e-02,8.250000327825546265e-02,1.045000031590461731e-01,1.134999990463256836e-01,6.110000014305114746e-01
5.524330586194992065e-02,3.194279596209526062e-02,2.824320644140243530e-02,8.900000154972076416e-02,9.799999743700027466e-02,1.244999989867210388e-01,6.173333525657653809e-01
2.891048230230808258e-02,1.866453886032104492e-02,1.313030533492565155e-02,1.499999966472387314e-02,2.349999919533729553e-02,3.350000083446502686e-02,3.774999976158142090e-01
5.682568531483411789e-03,4.956061951816082001e-03,3.744976129382848740e-03,9.499999694526195526e-03,7.000000216066837311e-03,7.499999832361936569e-03,2.084999978542327881e-01
3.448338806629180908e-02,2.413191646337509155e-02,2.010131813585758209e-02,5.600000172853469849e-02,7.850000262260437012e-02,7.450000196695327759e-02,5.566666722297668457e-01
2.819680236279964447e-02,2.313152886927127838e-02,1.849499531090259552e-02,4.500000178813934326e-02,7.699999958276748657e-02,7.150000333786010742e-02,5.109999775886535645e-01
3.242157399654388428e-02,2.085400931537151337e-02,1.570150628685951233e-02,3.700000047683715820e-02,4.899999871850013733e-02,6.150000169873237610e-02,4.906666576862335205e-01
1.879629865288734436e-02,1.805208809673786163e-02,1.702143065631389618e-02,2.500000037252902985e-02,2.700000070035457611e-02,2.850000001490116119e-02,3.804999887943267822e-01
1.889478228986263275e-02,1.456744875758886337e-02,1.243820320814847946e-02,1.250000018626451492e-02,2.300000004470348358e-02,1.700000092387199402e-02,3.461666703224182129e-01
1.934597641229629517e-02,1.530303061008453369e-02,1.891720667481422424e-02,1.649999991059303284e-02,2.150000073015689850e-02,2.250000089406967163e-02,3.366666734218597412e-01
4.374424368143081665e-02,2.981396764516830444e-02,2.292098850011825562e-02,6.449999660253524780e-02,8.449999988079071045e-02,9.749999642372131348e-02,5.843333601951599121e-01
3.523079678416252136e-02,2.184920571744441986e-02,1.704436354339122772e-02,4.600000008940696716e-02,6.750000268220901489e-02,7.050000131130218506e-02,5.155000090599060059e-01
6.434948882088065147e-04,1.089743600459769368e-04,4.337342106737196445e-04,5.000000237487256527e-04,5.000000237487256527e-04,1.500000013038516045e-03,6.433333456516265869e-02
3.555918857455253601e-02,2.528103068470954895e-02,3.434247523546218872e-02,1.700000092387199402e-02,1.750000007450580597e-02,2.099999971687793732e-02,4.021666646003723145e-01
3.157729655504226685e-02,2.475738711655139923e-02,2.314378507435321808e-02,5.750000104308128357e-02,7.949999719858169556e-02,6.899999827146530151e-02,5.210000276565551758e-01
1.031578518450260162e-03,3.367097524460405111e-04,4.361743631307035685e-04,2.000000094994902611e-03,5.000000237487256527e-04,2.499999944120645523e-03,8.799999952316284180e-02
9.340659016743302345e-05,2.590266922197770327e-05,0.000000000000000000e+00,0.000000000000000000e+00,5.000000237487256527e-04,0.000000000000000000e+00,3.166666626930236816e-02
6.032732198946177959e-04,1.078307861462235451e-03,6.454717367887496948e-04,1.000000047497451305e-03,5.000000237487256527e-04,2.000000094994902611e-03,9.300000220537185669e-02
4.626752343028783798e-03,2.248480450361967087e-03,1.936559216119349003e-03,4.499999806284904480e-03,4.499999806284904480e-03,2.000000094994902611e-03,1.531666666269302368e-01
2.022124268114566803e-02,1.508831139653921127e-02,1.317609567195177078e-02,1.049999985843896866e-02,2.349999919533729553e-02,1.950000040233135223e-02,3.453333377838134766e-01
4.401334375143051147e-02,3.605768829584121704e-02,2.861141785979270935e-02,9.000000357627868652e-02,1.164999976754188538e-01,1.155000030994415283e-01,6.356666684150695801e-01
6.442982703447341919e-02,4.659785330295562744e-02,3.450551256537437439e-02,1.230000033974647522e-01,1.679999977350234985e-01,1.815000027418136597e-01,7.350000143051147461e-01
4.933080449700355530e-02,3.103033453226089478e-02,2.299315668642520905e-02,6.899999827146530151e-02,8.200000226497650146e-02,1.049999967217445374e-01,6.144999861717224121e-01
2.924922294914722443e-02,1.623984426259994507e-02,1.289048045873641968e-02,2.700000070035457611e-02,3.649999946355819702e-02,4.749999940395355225e-02,4.320000112056732178e-01
4.668310284614562988e-02,3.381290286779403687e-02,2.552074939012527466e-02,8.100000023841857910e-02,9.849999845027923584e-02,1.089999973773956299e-01,6.351666450500488281e-01
1.545674516819417477e-03,4.021915665362030268e-04,4.671794304158538580e-04,5.000000237487256527e-04,0.000000000000000000e+00,5.000000237487256527e-04,6.733333319425582886e-02
7.058734074234962463e-03,5.479721818119287491e-03,2.608148613944649696e-03,4.499999806284904480e-03,1.200000010430812836e-02,9.499999694526195526e-03,2.383333295583724976e-01
5.371057242155075073e-02,4.385587573051452637e-02,3.570016101002693176e-02,1.140000000596046448e-01,1.474999934434890747e-01,1.644999980926513672e-01,6.995000243186950684e-01
1.314703142270445824e-03,7.851155824027955532e-04,5.421626265160739422e-04,1.500000013038516045e-03,2.499999944120645523e-03,3.500000108033418655e-03,1.246666684746742249e-01
2.761019952595233917e-02,2.083069644868373871e-02,2.064926363527774811e-02,3.950000181794166565e-02,3.999999910593032837e-02,4.850000143051147461e-02,4.426666796207427979e-01
1.314341276884078979e-02,1.146514900028705597e-02,8.356449194252490997e-03,1.000000047497451305e-03,4.499999806284904480e-03,4.999999888241291046e-03,2.293333262205123901e-01
3.959307447075843811e-02,3.208320215344429016e-02,2.742730081081390381e-02,7.949999719858169556e-02,9.600000083446502686e-02,1.089999973773956299e-01,6.048333048820495605e-01
4.931865725666284561e-03,5.628020502626895905e-03,4.181693773716688156e-03,3.000000026077032089e-03,6.500000134110450745e-03,7.499999832361936569e-03,2.036666721105575562e-01
8.464229293167591095e-03,8.412248454988002777e-03,3.575443057343363762e-03,4.000000189989805222e-03,3.500000108033418655e-03,6.500000134110450745e-03,2.056666612625122070e-01
2.925944700837135315e-02,1.640194095671176910e-02,1.389068458229303360e-02,4.800000041723251343e-02,4.850000143051147461e-02,5.849999934434890747e-02,4.608333408832550049e-01
2.760129049420356750e-03,4.754367691930383444e-04,6.035818951204419136e-04,2.000000094994902611e-03,1.500000013038516045e-03,2.000000094994902611e-03,1.076666638255119324e-01
1.048317761160433292e-03,1.470627612434327602e-04,1.108061638660728931e-03,5.000000237487256527e-04,1.000000047497451305e-03,5.000000237487256527e-04,5.716666579246520996e-02
5.651630461215972900e-02,4.224664717912673950e-02,3.575709462165832520e-02,1.560000032186508179e-01,1.930000036954879761e-01,2.064999938011169434e-01,7.558333277702331543e-01
1.691637211479246616e-03,6.726915016770362854e-04,2.754566958174109459e-04,5.000000237487256527e-04,1.500000013038516045e-03,1.000000047497451305e-03,9.483333677053451538e-02
3.350938903167843819e-03,1.161769730970263481e-03,6.740062381140887737e-04,1.000000047497451305e-03,1.500000013038516045e-03,4.499999806284904480e-03,1.105000004172325134e-01
6.052849814295768738e-03,3.358057001605629921e-03,2.837600652128458023e-03,6.000000052154064178e-03,7.499999832361936569e-03,8.000000379979610443e-03,2.111666649580001831e-01
4.560485482215881348e-02,2.776700444519519806e-02,2.787068672478199005e-02,8.250000327825546265e-02,1.064999997615814209e-01,1.174999997019767761e-01,6.306666731834411621e-01
2.060510963201522827e-02,1.319083012640476227e-02,1.155263464897871017e-02,2.649999968707561493e-02,3.350000083446502686e-02,4.050000011920928955e-02,4.171666800975799561e-01
6.985871004872024059e-05,4.293154634069651365e-04,2.475961518939584494e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.700000047683715820e-02
1.408288138918578625e-03,1.797035918571054935e-03,4.347854410298168659e-04,1.500000013038516045e-03,2.499999944120645523e-03,2.000000094994902611e-03,1.110000014305114746e-01
7.338090217672288418e-04,6.231153383851051331e-04,4.747239290736615658e-04,1.000000047497451305e-03,1.000000047497451305e-03,1.000000047497451305e-03,7.866666465997695923e-02
2.405923604965209961e-02,1.696355454623699188e-02,1.265195291489362717e-02,1.549999974668025970e-02,2.199999988079071045e-02,3.150000050663948059e-02,3.841666579246520996e-01
6.419324874877929688e-02,4.345043376088142395e-02,2.857796661555767059e-02,7.750000059604644775e-02,1.059999987483024597e-01,1.274999976158142090e-01,6.205000281333923340e-01
2.491737529635429382e-02,1.616006158292293549e-02,1.161228772252798080e-02,2.600000053644180298e-02,3.849999979138374329e-02,3.900000080466270447e-02,4.424999952316284180e-01
4.564214125275611877e-02,2.676641568541526794e-02,2.248600497841835022e-02,3.950000181794166565e-02,5.700000002980232239e-02,6.700000166893005371e-02,5.024999976158142090e-01
3.243127837777137756e-02,2.362562157213687897e-02,1.634332723915576935e-02,3.999999910593032837e-02,7.299999892711639404e-02,7.800000160932540894e-02,5.128333568572998047e-01
2.373298257589340210e-02,1.904560439288616180e-02,1.433338224887847900e-02,3.299999982118606567e-02,3.999999910593032837e-02,4.300000146031379700e-02,4.471666812896728516e-01
1.000665314495563507e-02,6.435694638639688492e-03,5.425014998763799667e-03,1.350000035017728806e-02,2.199999988079071045e-02,1.499999966472387314e-02,2.700000107288360596e-01
6.729485001415014267e-03,2.054746728390455246e-03,4.017755854874849319e-03,5.000000237487256527e-04,1.500000013038516045e-03,2.499999944120645523e-03,1.389999985694885254e-01
3.678697720170021057e-02,2.363227307796478271e-02,2.093759551644325256e-02,4.650000110268592834e-02,5.999999865889549255e-02,7.750000059604644775e-02,5.316666960716247559e-01
4.543659836053848267e-02,3.029257804155349731e-02,2.959290891885757446e-02,1.064999997615814209e-01,1.164999976754188538e-01,1.209999993443489075e-01,6.345000267028808594e-01
7.829967944417148829e-05,7.071797153912484646e-04,3.237040800740942359e-05,0.000000000000000000e+00,5.000000237487256527e-04,5.000000237487256527e-04,6.333333253860473633e-02
3.765728324651718140e-02,3.114282898604869843e-02,1.865933276712894440e-02,3.599999845027923584e-02,5.249999836087226868e-02,5.550000071525573730e-02,4.894999861717224121e-01
3.715706290677189827e-03,3.196814330294728279e-03,3.397977678105235100e-03,2.000000094994902611e-03,5.499999970197677612e-03,5.499999970197677612e-03,2.004999965429306030e-01
4.140693694353103638e-02,3.444292768836021423e-02,2.336451038718223572e-02,2.150000073015689850e-02,2.250000089406967163e-02,2.950000017881393433e-02,4.101666808128356934e-01
7.921328768134117126e-03,3.994374535977840424e-03,3.844809252768754959e-03,6.000000052154064178e-03,9.499999694526195526e-03,9.999999776482582092e-03,2.304999977350234985e-01
2.006415091454982758e-02,1.554194651544094086e-02,1.398180332034826279e-02,2.850000001490116119e-02,3.950000181794166565e-02,4.650000110268592834e-02,4.408333301544189453e-01
4.322893917560577393e-02,2.861004136502742767e-02,2.526688016951084137e-02,7.299999892711639404e-02,9.600000083446502686e-02,1.089999973773956299e-01,5.911666750907897949e-01
4.185505583882331848e-02,2.922145277261734009e-02,2.583972364664077759e-02,9.399999678134918213e-02,1.024999991059303284e-01,1.225000023841857910e-01,6.451666951179504395e-01
3.133522346615791321e-02,2.342214994132518768e-02,1.754711940884590149e-02,5.849999934434890747e-02,6.849999725818634033e-02,5.999999865889549255e-02,5.299999713897705078e-01
1.173459179699420929e-02,5.822979845106601715e-03,5.110966973006725311e-03,1.049999985843896866e-02,1.600000075995922089e-02,1.449999958276748657e-02,3.223333358764648438e-01
7.441338151693344116e-02,4.986082017421722412e-02,4.409750178456306458e-02,1.465000063180923462e-01,1.735000014305114746e-01,2.094999998807907104e-01,7.526666522026062012e-01
4.423444624990224838e-03,2.702441299334168434e-03,2.303441055119037628e-03,3.500000108033418655e-03,5.499999970197677612e-03,8.999999612569808960e-03,1.971666663885116577e-01
1.207342185080051422e-02,6.425547413527965546e-03,7.023860234767198563e-03,1.049999985843896866e-02,1.300000026822090149e-02,1.850000023841857910e-02,2.908333241939544678e-01
6.755361799150705338e-03,5.700494628399610519e-03,5.918361246585845947e-03,1.300000026822090149e-02,1.400000043213367462e-02,1.200000010430812836e-02,2.596666812896728516e-01
3.824654500931501389e-03,3.276211209595203400e-03,3.543135011568665504e-03,4.000000189989805222e-03,5.499999970197677612e-03,6.500000134110450745e-03,1.841666698455810547e-01
6.094491109251976013e-02,3.549576178193092346e-02,2.817125804722309113e-02,1.075000017881393433e-01,1.110000014305114746e-01,1.230000033974647522e-01,6.571666598320007324e-01
4.729725793004035950e-02,2.870591729879379272e-02,2.595339156687259674e-02,8.100000023841857910e-02,9.700000286102294922e-02,1.150000020861625671e-01,6.345000267028808594e-01
2.785871736705303192e-02,1.933269016444683075e-02,1.367502752691507339e-02,2.449999935925006866e-02,3.750000149011611938e-02,4.349999874830245972e-02,4.373333454132080078e-01
1.511970069259405136e-02,1.127888634800910950e-02,1.097514666616916656e-02,3.500000108033418655e-03,2.000000094994902611e-03,4.000000189989805222e-03,2.186666727066040039e-01
2.132062567397952080e-03,2.607730682939291000e-03,3.343083197250962257e-03,5.000000237487256527e-04,3.500000108033418655e-03,6.000000052154064178e-03,1.576666682958602905e-01
1.469845790416002274e-02,9.520817548036575317e-03,6.229866761714220047e-03,1.950000040233135223e-02,1.799999922513961792e-02,2.250000089406967163e-02,3.395000100135803223e-01
6.149584427475929260e-02,4.687598720192909241e-02,3.313704207539558411e-02,1.585000008344650269e-01,1.739999949932098389e-01,1.889999955892562866e-01,7.400000095367431641e-01
3.802413120865821838e-02,3.105721995234489441e-02,2.781626023352146149e-02,8.399999886751174927e-02,1.204999983310699463e-01,1.084999963641166687e-01,6.274999976158142090e-01
1.080714724957942963e-02,8.565584197640419006e-03,8.424237370491027832e-03,5.499999970197677612e-03,1.300000026822090149e-02,1.549999974668025970e-02,2.563333213329315186e-01
2.211940661072731018e-02,1.788091100752353668e-02,1.567933149635791779e-02,3.750000149011611938e-02,5.849999934434890747e-02,4.399999976158142090e-02,4.593333303928375244e-01
