5.138313863426446915e-03,1.256290206909179688e+02,4.408932849764823914e-02
1.259851306676864624e-01,1.695269042968750000e+03,1.146384477615356445e-01
4.422457143664360046e-02,8.032366333007812500e+02,1.158209592103958130e-01
1.678807437419891357e-01,2.284853515625000000e+02,1.610505580902099609e-02
7.097295671701431274e-02,9.077229003906250000e+02,1.724360436201095581e-01
1.595139950513839722e-01,1.595951416015625000e+03,7.094416767358779907e-02
9.470985084772109985e-02,1.013723083496093750e+03,1.011113747954368591e-01
2.267940156161785126e-02,1.726939819335937500e+03,2.783460728824138641e-02
4.366553947329521179e-02,7.395809173583984375e+01,1.659123972058296204e-02
1.884504407644271851e-01,1.060449340820312500e+03,8.192236721515655518e-02
2.848969772458076477e-02,1.342899658203125000e+03,1.006394997239112854e-01
6.588202714920043945e-02,8.242940673828125000e+02,4.629459604620933533e-02
1.580672115087509155e-01,1.969266845703125000e+03,1.016763821244239807e-01
1.028515323996543884e-01,1.654812866210937500e+03,3.744779899716377258e-02
6.363105028867721558e-02,3.388882446289062500e+02,8.417563885450363159e-02
8.151906728744506836e-02,5.970537109375000000e+02,1.944569312036037445e-02
1.228259578347206116e-01,7.604002685546875000e+02,1.564111411571502686e-01
1.994556486606597900e-01,1.634679809570312500e+03,3.492915770038962364e-03
1.180401071906089783e-01,3.223358459472656250e+02,6.786467134952545166e-02
1.823395639657974243e-01,1.525497070312500000e+03,1.086223125457763672e-01
3.838853910565376282e-02,1.178334594726562500e+03,1.333245486021041870e-01
4.545313119888305664e-02,1.659847869873046875e+02,1.483167558908462524e-01
9.674389660358428955e-02,1.408050903320312500e+03,3.262877580709755421e-04
9.614207595586776733e-02,1.924837890625000000e+03,9.590975195169448853e-02
1.393834501504898071e-01,1.985215576171875000e+03,1.738743856549263000e-02
1.946284174919128418e-01,1.959717285156250000e+03,1.844702810049057007e-01
1.775431931018829346e-01,4.690032958984375000e+02,5.393071100115776062e-02
1.914597004652023315e-01,1.202713989257812500e+03,1.586798876523971558e-01
2.411665953695774078e-02,1.039842895507812500e+03,1.395166963338851929e-01
1.369874458760023117e-02,2.548164672851562500e+02,1.276593357324600220e-01
6.348814070224761963e-02,1.241003417968750000e+03,4.190467670559883118e-02
1.662630885839462280e-01,2.393888549804687500e+02,7.746710628271102905e-02
3.139767795801162720e-02,1.237650024414062500e+03,5.347326025366783142e-02
4.416663572192192078e-02,1.508223388671875000e+03,9.560703486204147339e-02
1.816425770521163940e-01,1.025926025390625000e+03,1.714995056390762329e-01
1.635454297065734863e-01,9.747633056640625000e+02,6.620563566684722900e-02
2.554813586175441742e-02,7.810545349121093750e+01,1.370755136013031006e-01
1.691576838493347168e-01,1.162283813476562500e+03,7.816374301910400391e-03
1.109704375267028809e-01,4.484173278808593750e+02,4.890129715204238892e-02
