2.107531996730714619e-01,1.815812620560994795e-01,1.842132986210064105e-01,5.999999999999999778e-02,7.299999999999999545e-02,7.149999999999999412e-02,2.313888888888888939e-02,9.061666666666666758e-01,2.268339879118598246e-01
2.144686058421018948e-01,1.532351805760130692e-01,1.515270170568745745e-01,6.800000000000000488e-02,1.125000000000000028e-01,1.064999999999999974e-01,2.465555555555555556e-02,8.781666666666666510e-01,2.304786539872694939e-01
2.097524265702315760e-01,1.284771395142948747e-01,7.283110823922271659e-02,7.000000000000000666e-02,1.429999999999999882e-01,1.834999999999999964e-01,3.380555555555556091e-02,8.559166666666666590e-01,2.831271539345797117e-01
2.079809897972320909e-01,1.232116409525303713e-01,7.761467367249522131e-02,7.099999999999999367e-02,1.340000000000000080e-01,1.744999999999999885e-01,3.280555555555556002e-02,8.537500000000000089e-01,2.694833781431120179e-01
2.101841739460858782e-01,1.363884174395083027e-01,7.517203873999901698e-02,7.499999999999999722e-02,1.429999999999999882e-01,1.705000000000000127e-01,3.356666666666667520e-02,8.589166666666666616e-01,3.087167246480582161e-01
2.137416737659024457e-01,1.285673252970458980e-01,8.465230181548309696e-02,7.599999999999999811e-02,1.165000000000000063e-01,1.635000000000000064e-01,2.885555555555555790e-02,8.558333333333333348e-01,2.570069287686401749e-01
2.049461289764043237e-01,1.866195161087216836e-01,1.734352618917955613e-01,6.950000000000000622e-02,9.950000000000000511e-02,9.099999999999999756e-02,2.391666666666667287e-02,8.971666666666666679e-01,2.178089282636015422e-01
2.088042214708307198e-01,1.240750150647011996e-01,8.880869429553099603e-02,6.850000000000000533e-02,1.449999999999999900e-01,1.444999999999999896e-01,2.921111111111111477e-02,8.475833333333333552e-01,2.612332502648143651e-01
2.140747505005831941e-01,1.808734875262516251e-01,1.760720170182058231e-01,7.149999999999999412e-02,7.499999999999999722e-02,8.550000000000000655e-02,2.398888888888888946e-02,9.019166666666666998e-01,2.221859403843620129e-01
2.119454750728437531e-01,1.200634875039890831e-01,7.806556629536919034e-02,7.249999999999999500e-02,1.335000000000000075e-01,1.799999999999999933e-01,3.461666666666667752e-02,8.503333333333333854e-01,2.842130373880912275e-01
2.186224732833750850e-01,1.454380939207736145e-01,1.196508967191179801e-01,7.950000000000000122e-02,1.120000000000000023e-01,1.229999999999999982e-01,2.683333333333333404e-02,8.705000000000000515e-01,2.399606483291910064e-01
2.164543675109077692e-01,1.240356995053129990e-01,8.741707046838936845e-02,7.549999999999999767e-02,1.454999999999999905e-01,1.605000000000000038e-01,3.319444444444445003e-02,8.559166666666666590e-01,3.100860441068982731e-01
2.658636596347791481e-01,2.597521407794061155e-01,2.621310997924288233e-01,2.450000000000000094e-02,2.900000000000000147e-02,3.950000000000000039e-02,2.033333333333333173e-02,9.735000000000000320e-01,2.299199468987477846e-01
2.088297081860570337e-01,1.344250103580929001e-01,9.207588859970135264e-02,8.250000000000000389e-02,1.275000000000000022e-01,1.489999999999999936e-01,2.958333333333333648e-02,8.523333333333333872e-01,2.511384455227259060e-01
2.028405081542905275e-01,1.304516953813921465e-01,7.228171198175505074e-02,6.350000000000000089e-02,1.365000000000000102e-01,1.744999999999999885e-01,3.461111111111111333e-02,8.591666666666666341e-01,2.673578567254693561e-01
2.193954117931161685e-01,1.913908921256975149e-01,1.977054665479037188e-01,7.549999999999999767e-02,7.549999999999999767e-02,8.050000000000000211e-02,2.433333333333333182e-02,9.078333333333333810e-01,1.894245238562026201e-01
