4.892369102733676982e+02,7.909113205467367891e+01,2.430000000000000000e+02,2.170000000000000000e+02,2.136405721717762884e-01,1.243571258721284239e-01,1.061135371179039305e-01,3.411949685534590992e-01,7.531827128999751153e+01,7.483447105694135359e+01,1.300000000000000000e+01,2.400000000000000000e+01,2.353695977812422235e-01,2.338577220529417244e-01,4.062500000000000139e-02,7.499999999999999722e-02,3.474576271186440302e-01,1.539999999999999980e-01,5.000000000000000000e+02
1.302252338435362446e+02,3.847063177122699784e+01,4.100000000000000000e+01,5.000000000000000000e+00,1.526673315867951297e-01,1.687308411018728083e-01,4.806565064478311722e-02,2.192982456140350755e-02,2.303441909171074187e+01,2.165454144620809984e+01,7.000000000000000000e+00,8.000000000000000000e+00,1.919534924309228563e-01,1.774962413623614732e-01,5.833333333333333426e-02,6.557377049180328210e-02,1.896551724137931494e-01,9.400000000000000022e-02,5.000000000000000000e+02
1.642871078987141402e+02,5.462593694885369899e+01,4.200000000000000000e+01,2.800000000000000000e+01,1.481398628482544222e-01,1.121682483549357318e-01,3.787195671776374950e-02,5.749486652977412598e-02,2.902446302595109984e+01,2.675496031746031633e+01,7.000000000000000000e+00,9.000000000000000000e+00,1.586036230926289592e-01,1.641408608433148342e-01,3.825136612021858007e-02,5.521472392638036852e-02,3.048780487804878536e-01,1.140000000000000041e-01,5.000000000000000000e+02
1.182324420508933258e+02,1.391595017636683274e+01,1.600000000000000000e+01,9.000000000000000000e+00,1.555690026985438457e-01,6.050413120159492397e-02,2.105263157894736795e-02,3.913043478260869873e-02,2.877777777777776436e+01,1.526278659611992339e+01,1.000000000000000000e+00,0.000000000000000000e+00,2.740740740740739700e-01,1.315757465182751940e-01,9.523809523809524669e-03,0.000000000000000000e+00,1.818181818181817677e-01,8.999999999999999667e-02,5.000000000000000000e+02
3.831619164147154493e+02,7.437357489292014634e+01,2.020000000000000000e+02,1.080000000000000000e+02,1.593851565785006086e-01,1.098575700043133568e-01,8.402662229617303968e-02,1.595273264401772528e-01,6.642005621693139972e+01,5.592503338372402766e+01,2.600000000000000000e+01,3.100000000000000000e+01,1.720726844998222704e-01,1.487367909141596445e-01,6.735751295336787903e-02,8.244680851063829197e-02,4.436619718309858795e-01,1.580000000000000016e-01,5.000000000000000000e+02
2.385677913202318337e+02,8.167346765558106370e+01,1.070000000000000000e+02,1.270000000000000000e+02,1.875532950630753315e-01,1.319442126907610091e-01,8.411949685534590715e-02,2.051696284329563857e-01,6.109948491433609519e+01,3.717805083144369149e+01,1.200000000000000000e+01,2.700000000000000000e+01,2.622295489885669295e-01,2.065447268413538318e-01,5.150214592274678094e-02,1.499999999999999944e-01,4.833333333333332815e-01,1.239999999999999991e-01,5.000000000000000000e+02
2.356247323003284464e+02,4.602262455908295635e+01,5.900000000000000000e+01,8.000000000000000000e+00,1.830806000779552911e-01,1.257448758444889569e-01,4.584304584304584040e-02,2.185792349726775954e-02,4.689222332451501529e+01,2.876488882590071938e+01,7.000000000000000000e+00,8.000000000000000000e+00,2.562416575110110228e-01,1.843903129865430701e-01,3.825136612021858007e-02,5.128205128205128027e-02,3.555555555555555136e-01,1.160000000000000059e-01,5.000000000000000000e+02
3.316737896825367216e+02,9.768000220458576166e+01,7.500000000000000000e+01,4.400000000000000000e+01,1.912766953186486318e-01,1.795588275819591240e-01,4.325259515570933910e-02,8.088235294117647467e-02,4.557594797178136048e+01,5.026016865079374440e+01,6.000000000000000000e+00,1.100000000000000000e+01,1.923035779400057432e-01,2.157088783295868784e-01,2.531645569620253125e-02,4.721030042918455266e-02,2.093023255813953876e-01,1.360000000000000098e-01,5.000000000000000000e+02
3.748633917548496584e+02,1.105000629881579641e+02,1.540000000000000000e+02,7.500000000000000000e+01,2.016478707664602910e-01,1.436931898415578224e-01,8.284023668639053928e-02,9.752925877763328477e-02,7.590860229276904647e+01,5.791703672209644083e+01,1.300000000000000000e+01,2.000000000000000000e+01,2.711021510456037564e-01,2.129302820665310292e-01,4.642857142857143016e-02,7.352941176470588480e-02,4.710144927536231707e-01,1.459999999999999909e-01,5.000000000000000000e+02
2.085137753527329778e+02,5.569197641093500550e+01,6.800000000000000000e+01,6.300000000000000000e+01,1.758126267729620273e-01,1.192547674752355569e-01,5.733558178752107964e-02,1.349036402569593063e-01,2.701905643738976437e+01,3.594516093474425844e+01,7.000000000000000000e+00,1.300000000000000000e+01,1.813359492442266074e-01,1.964216444521544314e-01,4.697986577181208212e-02,7.103825136612021418e-02,3.695652173913043237e-01,1.160000000000000059e-01,5.000000000000000000e+02
